launch_power_dbm,n_spans,channel,band,wavelength_nm,analytical_gsnr_db,recursive_gsnr_db,delta_recursive_minus_analytical_db
0.0,8,34,L,1577.5423029658953,17.933515535493566,18.603931244709596,0.6704157092160301
0.0,8,35,L,1577.127351714104,17.947655405953654,18.617880942419895,0.6702255364662406
0.0,8,36,L,1576.7126186995822,17.961512362331497,18.631551100070087,0.6700387377385901
0.0,8,37,L,1576.2981037502077,17.975083329471428,18.644938759557093,0.669855430085665
0.0,8,38,L,1575.8838066940384,17.988366629100433,18.658042342319956,0.6696757132195224
0.0,8,39,L,1575.469727359314,18.00136181839784,18.67086148923549,0.6694996708376522
0.0,8,40,L,1575.055865574453,18.01406954778883,18.68339691955863,0.6693273717697998
0.0,8,41,L,1574.6422211680565,18.026491435188706,18.695650306162566,0.6691588709738596
0.0,8,42,L,1574.2287939689036,18.038629954394914,18.707624164798947,0.6689942104040334
0.0,8,43,L,1573.8155838059542,18.050488335707765,18.71932175547873,0.6688334197709658
0.0,8,44,L,1573.4025905083472,18.062070477174455,18.73074699438473,0.668676517210276
0.0,8,45,L,1572.9898139054012,18.07338086511127,18.74190437498477,0.6685235098734985
0.0,8,46,L,1572.5772538266135,18.084424502775406,18.752798897228665,0.6683743944532594
0.0,8,47,L,1572.1649101016603,18.09520684624124,18.763436003894054,0.6682291576528137
0.0,8,48,L,1571.7527825603972,18.10573374669341,18.77382152330172,0.66808777660831
0.0,8,49,L,1571.340871032857,18.11601139848786,18.783961617758905,0.6679502192710451
0.0,8,50,L,1570.9291753492512,18.126046292460895,18.793862737216212,0.6678164447553172
0.0,8,51,L,1570.5176953399687,18.13584517409001,18.803531577746362,0.6676864036563508
0.0,8,52,L,1570.1064308355772,18.145415006244054,18.812975044585173,0.6675600383411187
0.0,8,53,L,1569.6953816668206,18.154762936416155,18.822200219629245,0.6674372832130899
0.0,8,54,L,1569.2845476646205,18.163896268540686,18.831214333489847,0.6673180649491606
0.0,8,55,L,1568.8739286600755,18.172822439801507,18.84002474250492,0.6672023027034122
0.0,8,56,L,1568.4635244844612,18.181549003339484,18.84863891160503,0.6670899082655453
0.0,8,57,L,1568.0533349692294,18.19008361865707,18.85706440480759,0.6669807861505213
0.0,8,58,L,1567.6433599460074,18.198434053239904,18.865308886813494,0.6668748335735906
0.0,8,59,L,1567.2335992465999,18.20660820255268,18.873380142770465,0.6667719402177852
0.0,8,60,L,1566.8240527029868,18.214614144096924,18.88128613168769,0.6666719875907674
0.0,8,61,L,1566.4147201473234,18.222460264112865,18.88903511158541,0.6665748474725461
0.0,8,62,L,1566.0056014119407,18.230155569796963,18.896635947794373,0.6664803779974093
0.0,8,63,L,1565.5966963293447,18.237710625660288,18.904099037376323,0.666388411716035
0.0,8,64,L,1565.1880047322159,18.245142195011557,18.911440890968464,0.6662986959569075
0.0,8,65,C,1564.77952645341,18.26756364042173,18.9361108444633,0.6685472040415696
0.0,8,66,C,1564.3712613259574,18.27631563016519,18.944713455333506,0.6683978251683165
0.0,8,67,C,1563.9632091830617,18.284955918912036,18.953206061739284,0.6682501428272474
0.0,8,68,C,1563.5553698581014,18.293481820236522,18.961585968732347,0.668104148495825
0.0,8,69,C,1563.147743184628,18.301896523531664,18.969856280735073,0.667959757203409
0.0,8,70,C,1562.7403289963675,18.31020472646979,18.978021587832412,0.6678168613626205
0.0,8,71,C,1562.3331271272182,18.318411688846016,18.98608703143842,0.6676753425924034
0.0,8,72,C,1561.9261374112523,18.326522889230645,18.994057965396053,0.6675350761654073
0.0,8,73,C,1561.5193596827141,18.334543866341658,19.001939799547948,0.66739593320629
0.0,8,74,C,1561.1127937760211,18.342480134110552,19.00973791610931,0.6672577819987566
0.0,8,75,C,1560.7064395257632,18.35033713141691,19.01745762029335,0.6671204888764386
0.0,8,76,C,1560.3002967667016,18.35812019016204,19.025104109056894,0.6669839188948536
0.0,8,77,C,1559.894365333771,18.36583451396646,19.0326824503428,0.6668479363763424
0.0,8,78,C,1559.4886450620768,18.373485163503677,19.040197568877943,0.6667124053742661
0.0,8,79,C,1559.0831357868954,18.38107704626368,19.047654236344844,0.6665771900811635
0.0,8,80,C,1558.677837343676,18.38861490946066,19.05505706465493,0.6664421551942716
0.0,8,81,C,1558.2727495680374,18.396103335310144,19.062410501555775,0.6663071662456304
0.0,8,82,C,1557.8678722957702,18.403546738203293,19.069718828103852,0.6661720899005594
0.0,8,83,C,1557.4632053628354,18.410949363498773,19.076986157724455,0.6660367942256826
0.0,8,84,C,1557.058748605364,18.418315287787912,19.084216436714392,0.6659011489264799
0.0,8,85,C,1556.6545018596576,18.425648420596865,19.09141344614969,0.665765025552826
0.0,8,86,C,1556.2504649621876,18.432952507589782,19.098580805259665,0.6656282976698833
0.0,8,87,C,1555.846637749595,18.440231135448673,19.105721976439177,0.665490840990504
0.0,8,88,C,1555.4430200586908,18.447487738746386,19.112840272209674,0.6653525334632882
0.0,8,89,C,1555.0396117264547,18.45472560932761,19.119938864635873,0.665213255308263
0.0,8,90,C,1554.636412590036,18.461947909013226,19.127020798001038,0.6650728889878117
0.0,8,91,C,1554.233422486752,18.469157686922102,19.13408900601651,0.6649313190944071
0.0,8,92,C,1553.8306412540899,18.47635790350761,19.14114633563338,0.6647884321257713
0.0,8,93,C,1553.4280687297044,18.483551464817726,19.148195580916664,0.6646441160989376
0.0,8,94,C,1553.0257047514185,18.490741273106323,19.15523953302536,0.6644982599190357
0.0,8,95,C,1552.6235491572234,18.497930305094133,19.16228105744263,0.664350752348497
0.0,8,96,C,1552.2216017852782,18.505121740207727,19.16932322047953,0.664201480271803
0.0,8,97,C,1551.819862473909,18.512319187068144,19.176369512666348,0.664050325598204
0.0,8,98,C,1551.41833106161,18.5195271260501,19.183424285248908,0.6638971591988074
0.0,8,99,C,1551.0170073870415,18.526751910352502,19.190493737575153,0.6637418272226512
0.0,8,100,C,1550.6158912890319,18.534004644108016,19.19758875599698,0.6635841118889623
0.0,8,101,C,1550.2149826065752,18.541315048152008,19.204738591382924,0.6634235432309161
0.0,8,102,C,1549.8142811788327,18.55317485714273,19.21626921306649,0.6630943559237608
0.0,8,103,C,1549.4137868451314,18.570219544999393,19.232787338855438,0.662567793856045
0.0,8,104,C,1549.0134994449645,18.587225857194124,19.249260330214252,0.6620344730201282
0.0,8,105,C,1548.6134188179913,18.60415745938379,19.26565215967029,0.6614947002865001
0.0,8,106,C,1548.213544804036,18.621000713748707,19.281949188438,0.6609484746892917
0.0,8,107,C,1547.8138772430889,18.637748072832437,19.298143781900848,0.6603957090684105
0.0,8,108,C,1547.4144159753055,18.654394561175543,19.314230837612072,0.6598362764365291
0.0,8,109,C,1547.0151608410054,18.670936522768336,19.33020654892974,0.6592700261614048
0.0,8,110,C,1546.6161116806743,18.68737105563571,19.34606784665727,0.6586967910215584
0.0,8,111,C,1546.2172683349609,18.703695718017915,19.36181210866929,0.6581163906513758
0.0,8,112,C,1545.8186306446798,18.719908360785432,19.37743699408102,0.6575286332955876
0.0,8,113,C,1545.4201984508086,18.736007025402145,19.392940342072208,0.656933316670063
0.0,8,114,C,1545.0219715944893,18.751989878781494,19.40832010708402,0.6563302283025259
0.0,8,115,C,1544.623949917027,18.767855170204687,19.42357431574937,0.6557191455446834
0.0,8,116,C,1544.2261332598914,18.78360120205516,19.438701037416,0.6550998353608399
0.0,8,117,C,1543.8285214647144,18.79922630951181,19.45369836346551,0.6544720539537003
0.0,8,118,C,1543.4311143732916,18.81472884619846,19.46856439246224,0.6538355462637817
0.0,8,119,C,1543.0339118275813,18.830107173856234,19.483297219221328,0.6531900453650934
0.0,8,120,C,1542.636913669704,18.8453596547489,19.49789492652009,0.652535271771189
0.0,8,121,C,1542.2401197419435,18.860484645913214,19.512355578573857,0.6518709326606427
0.0,8,122,C,1541.843529886745,18.875480494625297,19.526677215652924,0.6511967210276275
0.0,8,123,C,1541.4471439467163,18.890345534626555,19.540857849387535,0.6505123147609808
0.0,8,124,C,1541.050961764627,18.9050780827694,19.55489545842321,0.6498173756538108
0.0,8,125,C,1540.6549831834075,18.91967643582506,19.568787984169557,0.6491115483444965
0.0,8,126,C,1540.2592080461504,18.93413886725392,19.582533326443375,0.6483944591894542
0.0,8,127,C,1539.8636361961098,18.94846362378136,19.596129338848613,0.6476657150672516
0.0,8,128,C,1539.4682674766998,18.962648921653464,19.609573823767047,0.6469249021135823
0.0,8,129,C,1539.0731017314956,18.9766929424715,19.622864526857768,0.6461715843862663
0.0,8,130,C,1538.6781388042334,18.990593828522698,19.63599913098183,0.6454053024591317
0.0,8,131,C,1538.2833785388095,19.00434967754034,19.64897524948412,0.6446255719437808
0.0,8,132,C,1537.8888207792802,19.017958536839462,19.66179041877739,0.6438318819379276
0.0,8,133,C,1537.494465369862,19.031418396786115,19.674442090185146,0.6430236933990301
0.0,8,134,C,1537.1003121549306,19.04472718356978,19.68692762101169,0.642200437441911
0.0,8,135,C,1536.7063609790223,19.05788275126062,19.69924426481942,0.6413615135587989
0.0,8,136,C,1536.3126116868318,19.07088287314728,19.71138916090765,0.6405062877603704
0.0,8,137,C,1535.919064123213,19.083725232368323,19.72335932300417,0.6396340906358482
0.0,8,138,C,1535.5257181331795,19.096407411873617,19.735151627203827,0.6387442153302096
0.0,8,139,C,1535.1325735619027,19.108926883784576,19.746762799220264,0.6378359154356872
0.0,8,140,C,1534.7396302547133,19.121280998270514,19.758189401064612,0.6369084027940985
0.0,8,141,C,1534.3468880570995,19.13346697213236,19.76942781733722,0.6359608452048597
0.0,8,142,C,1533.9543468147083,19.145481877403764,19.780474241434874,0.6349923640311097
0.0,8,143,C,1533.5620063733443,19.15732263047761,19.791324662169473,0.634002031691864
0.0,8,144,C,1533.1698665789697,19.168985982612142,19.801974851632437,0.6329888690202949
0.0,8,145,C,1532.777927277705,19.180468513309552,19.81242035576307,0.6319518424535175
0.0,8,146,C,1532.386188315827,19.191766629315726,19.822656490305835,0.6308898609901092
0.0,8,147,C,1531.99464953977,19.20287657466783,19.832678347457062,0.6298017727892322
0.0,8,148,C,1531.6033107961255,19.2137944635378,19.842480824676286,0.6286863611384881
0.0,8,149,C,1531.2121719316413,19.224516364740964,19.852058703862287,0.6275423391213231
0.0,8,150,C,1530.8212327932215,19.23503852315696,19.86140686417216,0.6263683410152012
0.0,8,151,C,1530.4304932279274,19.24535805660749,19.87052095925129,0.625162902643801
0.0,8,152,C,1530.0399530829757,19.25547660586776,19.879400979995886,0.6239243741281264
0.0,8,153,S,1529.6496122057392,19.12843755640028,19.73091014072229,0.6024725843220118
0.0,8,154,S,1529.2594704437463,19.13281187641612,19.733842678061716,0.6010308016455959
0.0,8,155,S,1528.8695276446808,19.136944866100446,19.736491888097312,0.5995470219968659
0.0,8,156,S,1528.4797836563826,19.140824685569015,19.73884410821321,0.5980194226441959
0.0,8,157,S,1528.0902383268458,19.144440168868847,19.740886233015765,0.5964460641469174
0.0,8,158,S,1527.7008915042197,19.147779908894133,19.742604820581434,0.5948249116873008
0.0,8,159,S,1527.3117430368086,19.15083199082564,19.743985830063334,0.5931538392376936
0.0,8,160,S,1526.922792773071,19.153583865224924,19.74501449537643,0.5914306301515069
0.0,8,161,S,1526.5340405616198,19.15602226653109,19.745675243233215,0.5896529767021264
0.0,8,162,S,1526.1454862512223,19.158133149324932,19.74595162865343,0.5878184793284973
0.0,8,163,S,1525.7571296907993,19.159901632184514,19.745826278071927,0.5859246458874132
0.0,8,164,S,1525.3689707294252,19.16131194480922,19.745280835871142,0.5839688910619216
0.0,8,165,S,1524.9810092163293,19.16234737639369,19.744295912411726,0.5819485360180359
0.0,8,166,S,1524.5932450008922,19.16299022425491,19.74285103263379,0.5798608083788821
0.0,8,167,S,1524.2056779326492,19.163221742215026,19.740924584791518,0.5777028425764925
0.0,8,168,S,1523.818307861288,19.163022088508306,19.73849376914677,0.575471680638465
0.0,8,169,S,1523.4311346366494,19.162370273136233,19.735534546603258,0.5731642734670253
0.0,8,170,S,1523.044158108726,19.161244104693953,19.73202158736389,0.5707774826699357
0.0,8,171,S,1522.6573781276634,19.15962013676244,19.727928219767577,0.5683080830051352
0.0,8,172,S,1522.2707945437596,19.157473614016286,19.723226379520632,0.565752765504346
0.0,8,173,S,1521.8844072074637,19.1547784182457,19.71788655958952,0.5631081413438181
0.0,8,174,S,1521.4982159693777,19.151507014536506,19.71187776107029,0.5603707465337848
0.0,8,175,S,1521.1122206802543,19.14763039789577,19.705167445396786,0.5575370475010146
0.0,8,176,S,1520.726421190998,19.14311804065597,19.697721488297496,0.5546034476415258
0.0,8,177,S,1520.3408173526648,19.137937841036145,19.689504135958753,0.5515662949226083
0.0,8,178,S,1519.9554090164613,19.132056073286734,19.680477963901424,0.5484218906146907
0.0,8,179,S,1519.5701960337447,19.12543733989447,19.670603839128617,0.5451664992341456
0.0,8,180,S,1519.1851782560236,19.11804452637567,19.65984088615318,0.5417963597775106
0.0,8,181,S,1518.8003555349567,19.109838759239935,19.6481464575659,0.5383076983259656
0.0,8,182,S,1518.4157277223526,19.100779367761685,19.635476109856977,0.5346967420952922
0.0,8,183,S,1518.0312946701704,19.09082385025335,19.62178358525502,0.5309597350016695
0.0,8,184,S,1517.6470562305192,19.07992784559113,19.607020800397525,0.5270929548063954
0.0,8,185,S,1517.2630122556577,19.068045110801126,19.59113784269422,0.5230927318930938
0.0,8,186,S,1516.8791625979936,19.055127505569523,19.57408297528872,0.5189554697191987
0.0,8,187,S,1516.4955071100846,19.04112498459447,19.5558026515628,0.5146776669683284
0.0,8,188,S,1516.1120456446372,19.025985598747774,19.53624154016024,0.510255941412467
0.0,8,189,S,1515.7287780545066,19.00965550606095,19.515342561532375,0.5056870554714266
0.0,8,190,S,1515.3457041926977,18.99207899358998,19.4930469370224,0.5009679434324177
0.0,8,191,S,1514.9628239123624,18.97319851124561,19.469294251509716,0.4960957402641064
0.0,8,192,S,1514.5801370668028,18.952954718699264,19.4440225306267,0.49106781192743654
0.0,8,193,S,1514.1976435094678,18.93128654648593,19.41716833353564,0.48588178704970986
0.0,8,194,S,1513.8153430939549,18.90813127242428,19.388666862213483,0.4805355897892021
0.0,8,195,S,1513.433235674009,18.883424614457397,19.3584520881323,0.4750274736749027
0.0,8,196,S,1513.0513211035234,18.857100840984018,19.326456897144528,0.46935605616051035
0.0,8,197,S,1512.6695992365378,18.829092899697667,19.292613253281637,0.46352035358397004
0.0,8,198,S,1512.2880699272403,18.799332565878572,19.256852382052955,0.45751981617438275
0.0,8,199,S,1511.9067330299654,18.767750610988937,19.21910497368679,0.45135436269785245
0.0,8,200,S,1511.525588399194,18.73427699230593,19.17930140658989,0.4450244142839601
0.0,8,201,S,1511.144635889555,18.698841064188343,19.13737199111427,0.4385309269259281
0.0,8,202,S,1510.7638753558228,18.661371811412153,19.093247233514383,0.4318754221022303
0.0,8,203,S,1510.3833066529185,18.621798104830745,19.046858119756596,0.425060014925851
0.0,8,204,S,1510.002929635909,18.58004897941782,18.998136418609647,0.4180874391918259
0.0,8,205,S,1509.6227441600076,18.536053934541258,18.94701500320692,0.41096106866566373
0.0,8,206,S,1509.2427500805736,18.48974325609927,18.89342819003438,0.40368493393511073
0.0,8,207,S,1508.862947253111,18.441048359934907,18.837312094072963,0.3962637341380564
0.0,8,208,S,1508.48333553327,18.389902155741225,18.778604998620846,0.38870284287962065
0.0,8,209,S,1508.1039147768456,18.33623943049125,18.717247738154196,0.38100830766294536
0.0,8,210,S,1507.7246848397783,18.279997250291245,18.65318409247091,0.37318684217966336
0.0,8,211,S,1507.345645578153,18.22111537948466,18.58636119032143,0.3652458108367682
0.0,8,212,S,1506.966796848199,18.159536715854856,18.51672992078856,0.3571932049337043
0.0,8,213,S,1506.5881385062917,18.095207740923332,18.44424535086612,0.349037609942787
0.0,8,214,S,1506.2096704089483,18.02807898466287,18.36886714804477,0.34078816338190165
0.0,8,215,S,1505.8313924128324,17.95810550450335,18.29056000729468,0.3324545027913288
0.0,8,216,S,1505.4533043747508,17.885247379384705,18.209294082709462,0.3240467033247576
0.0,8,217,S,1505.0754061516532,17.80947022092355,18.125045425344105,0.3155752044205542
0.0,8,218,S,1504.6976976006342,17.73074570566946,18.03779643057808,0.3070507249086205
0.0,8,219,S,1504.3201785789313,17.649052135173374,17.947536300869913,0.29848416569653935
0.0,8,220,S,1503.942848943925,17.56437503452873,17.85426153334389,0.2898864988151608
0.0,8,221,S,1503.565708553139,17.476707805714412,17.757976446727987,0.2812686410135754
0.0,8,222,S,1503.1887572642402,17.38605246030965,17.65869376947142,0.2726413091617701
0.0,8,223,S,1502.8119949350378,17.292420468303597,17.556435321569154,0.2640148532655573
0.0,8,224,S,1502.4354214234836,17.195833777975864,17.451232838607705,0.2553990606318415
0.0,8,225,S,1502.0590365876717,17.09632608984882,17.343129011005676,0.24680292115685631
0.0,8,226,S,1501.682840285839,16.99394451183795,17.232178849850573,0.2382343380126244
0.0,8,227,S,1501.3068323763632,16.888751794228288,17.118451552923695,0.22969975869540704
0.0,8,228,S,1500.9310127177646,16.78082946278807,17.00203314853057,0.22120368574249838
0.0,8,229,S,1500.5553811687053,16.670282376190126,16.883030375360917,0.2127479991707908
0.0,8,230,S,1500.1799375879884,16.55724561050703,16.761576583771824,0.204330973264792
0.0,8,231,S,1499.8046818345586,16.44189529023359,16.637841066471918,0.19594577623832876
0.0,8,232,S,1499.429613767501,16.324466430781,16.512044482212936,0.1875780514319345
0.0,8,233,S,1499.0547332460424,16.2052839842704,16.38448575209029,0.17920176781988673
0.0,8,234,S,1498.6800401295502,16.084820655482563,16.255592213340964,0.17077155785840148
0.0,8,235,S,1498.3055342775322,15.963814474861435,16.126021679604463,0.1622072047430283
0.0,8,236,S,1497.9312155496366,15.843538310442884,15.996896450018788,0.1533581395759036
0.0,8,237,S,1497.557083805652,15.726535421952157,15.870441924128562,0.14390650217640477
0.0,8,238,S,1497.1831389055067,15.619287511121417,15.752302160356317,0.1330146492348998
0.0,8,239,S,1496.8093807092691,15.549800228501528,15.66678671427307,0.11698648577154103
0.0,10,0,L,1591.7817377291462,17.449064100141054,18.189068516665145,0.7400044165240907
0.0,10,1,L,1591.3592626893449,16.9759858551743,17.722107867717053,0.7461220125427523
0.0,10,2,L,1590.9370118483712,16.791974040184,17.540284037263792,0.7483099970797902
0.0,10,3,L,1590.5149850278065,16.692490022789745,17.441931347067996,0.7494413242782514
0.0,10,4,L,1590.0931820494206,16.632724477470447,17.38282136866798,0.7500968911975328
0.0,10,5,L,1589.6716027351729,16.595673642226348,17.34616134261884,0.7504877003924904
0.0,10,6,L,1589.2502469072106,16.573108342689736,17.32382107104251,0.7507127283527737
0.0,10,7,L,1588.8291143878705,16.56043675030492,17.311262622462117,0.750825872157197
0.0,10,8,L,1588.408204999677,16.55484308469013,17.305702619763455,0.7508595350733245
0.0,10,9,L,1587.9875185653427,16.55448038988823,17.305315019232886,0.7508346293446557
0.0,10,10,L,1587.5670549077681,16.55807449861807,17.30883989078653,0.7507653921684607
0.0,10,11,L,1587.146813850041,16.56471131479465,17.31537324509876,0.7506619303041084
0.0,10,12,L,1586.7267952154368,16.57371432286884,17.324245986877884,0.750531664009042
0.0,10,13,L,1586.3069988274174,16.58457004122049,17.33495023536983,0.75038019414934
0.0,10,14,L,1585.8874245096317,16.596880560916226,17.34709240841238,0.7502118474961534
0.0,10,15,L,1585.4680720859158,16.610332173515715,17.36036220655766,0.7500300330419449
0.0,10,16,L,1585.0489413802907,16.62467396517897,17.374511447669683,0.7498374824907117
0.0,10,17,L,1584.6300322169648,16.639702807980786,17.38933922511549,0.7496364171347025
0.0,10,18,L,1584.211344420331,16.655252585067885,17.404681251531468,0.749428666463583
0.0,10,19,L,1583.7928778149692,16.671186293437177,17.420402047692015,0.7492157542548377
0.0,10,20,L,1583.3746322256436,16.687390148770568,17.43638911099888,0.7489989622283133
0.0,10,21,L,1582.9566074773036,16.703769112270553,17.45254849016208,0.7487793778915268
0.0,10,22,L,1582.5388033950837,16.72024344629975,17.468801377334085,0.748557931034334
0.0,10,23,L,1582.1212198043024,16.736746026776657,17.485081448712023,0.7483354219353657
0.0,10,24,L,1581.7038565304633,16.75322022060361,17.501332764027335,0.7481125434237264
0.0,10,25,L,1581.2867133992536,16.769618190742378,17.517508089064208,0.7478898983218301
0.0,10,26,L,1580.8697902365443,16.785899528991767,17.533567542364146,0.7476680133723796
0.0,10,27,L,1580.45308686839,16.802030142747043,17.54947749320508,0.7474473504580388
0.0,10,28,L,1580.0366031210292,16.817981340673224,17.565209656387584,0.7472283157143593
0.0,10,29,L,1579.6203388208826,16.833729075675766,17.580740342662917,0.7470112669871511
0.0,10,30,L,1579.2042937945544,16.849253313378473,17.596049833355572,0.7467965199770994
0.0,10,31,L,1578.7884678688315,16.8645375015816,17.61112185491641,0.7465843533348071
0.0,10,32,L,1578.3728608706829,16.879568121601945,17.625943134512006,0.746375012910061
0.0,10,33,L,1577.9574726272597,16.894334306494983,17.640503021809685,0.7461687153147025
0.0,10,34,L,1577.5423029658953,16.9088275142834,17.654793165208233,0.745965650924834
0.0,10,35,L,1577.127351714104,16.92304124671917,17.668807233141266,0.7457659864220965
0.0,10,36,L,1576.7126186995822,16.936970805970063,17.682540672924045,0.7455698669539821
0.0,10,37,L,1576.2981037502077,16.950613083077613,17.695990501055356,0.7453774179777426
0.0,10,38,L,1575.8838066940384,16.963966373181314,17.709155120021467,0.745188746840153
0.0,10,39,L,1575.469727359314,16.977030213413485,17.72203415754956,0.7450039441360765
0.0,10,40,L,1575.055865574453,16.989805240095748,17.734628324976796,0.7448230848810482
0.0,10,41,L,1574.6422211680565,17.002293062452587,17.74693929197969,0.7446462295271026
0.0,10,42,L,1574.2287939689036,17.0144961505292,17.758969575375506,0.744473424846305
0.0,10,43,L,1573.8155838059542,17.02641773538692,17.770722440089276,0.7443047047023548
0.0,10,44,L,1573.4025905083472,17.038061719963963,17.78220181069157,0.7441400907276083
0.0,10,45,L,1572.9898139054012,17.04943259925106,17.79341219217109,0.7439795929200308
0.0,10,46,L,1572.5772538266135,17.060535388648695,17.804358598821338,0.7438232101726427
0.0,10,47,L,1572.1649101016603,17.071375559557143,17.815046490303036,0.7436709307458926
0.0,10,48,L,1571.7527825603972,17.081958981408278,17.825481714100214,0.743522732691936
0.0,10,49,L,1571.340871032857,17.092291869488037,17.835670453726372,0.7433785842383358
0.0,10,50,L,1570.9291753492512,17.102380738027374,17.845619182164537,0.7432384441371624
0.0,10,51,L,1570.5176953399687,17.112232358164214,17.855334620148426,0.7431022619842125
0.0,10,52,L,1570.1064308355772,17.12185372051309,17.864823699024434,0.7429699785113435
0.0,10,53,L,1569.6953816668206,17.1312520022359,17.874093528088977,0.742841525853077
0.0,10,54,L,1569.2845476646205,17.14043453871611,17.883151366501828,0.742716827785717
0.0,10,55,L,1568.8739286600755,17.1494088002463,17.892004600179703,0.7425957999334045
0.0,10,56,L,1568.4635244844612,17.158182374642497,17.90066072457094,0.7424783499284437
0.0,10,57,L,1568.0533349692294,17.166762957593146,17.90912733509468,0.7423643775015343
0.0,10,58,L,1567.6433599460074,17.17515835428244,17.91741212873637,0.7422537744539284
0.0,10,59,L,1567.2335992465999,17.183376499484684,17.92552292389933,0.7421464244146456
0.0,10,60,L,1566.8240527029868,17.191425511903535,17.933467714074148,0.7420422021706123
0.0,10,61,L,1566.4147201473234,17.199313821549868,17.94125479359904,0.7419409720491714
0.0,10,62,L,1566.0056014119407,17.207050483647425,17.94889306747967,0.7418425838322449
0.0,10,63,L,1565.5966963293447,17.214646120089782,17.956392980388156,0.7417468602983739
0.0,10,64,L,1565.1880047322159,17.2221175862622,17.96377112122432,0.7416535349621185
0.0,10,65,C,1564.77952645341,17.244408954375704,17.988563459003434,0.7441545046277298
0.0,10,66,C,1564.3712613259574,17.253212531834293,17.997208910812187,0.7439963789778936
0.0,10,67,C,1563.9632091830617,17.26190384455283,18.005743894072246,0.7438400495194166
0.0,10,68,C,1563.5553698581014,17.270480192929252,18.01416569727689,0.7436855043476385
0.0,10,69,C,1563.147743184628,17.278944785552632,18.02247743729463,0.7435326517419973
0.0,10,70,C,1562.7403289963675,17.287302348060326,18.030683724269284,0.7433813762089585
0.0,10,71,C,1562.3331271272182,17.29555817185026,18.03878972265086,0.7432315508006013
0.0,10,72,C,1561.9261374112523,17.303717768850472,18.0468008106078,0.7430830417573269
0.0,10,73,C,1561.5193596827141,17.311786712002167,18.05472242281271,0.7429357108105421
0.0,10,74,C,1561.1127937760211,17.319770549831613,18.062559966390054,0.7427894165584412
0.0,10,75,C,1560.7064395257632,17.327674755876544,18.070318771285706,0.7426440154091623
0.0,10,76,C,1560.3002967667016,17.335504696549833,18.078004058846332,0.742499362296499
0.0,10,77,C,1559.894365333771,17.343265609684085,18.085620920947704,0.7423553112636192
0.0,10,78,C,1559.4886450620768,17.350962589748406,18.093174305711234,0.7422117159628279
0.0,10,79,C,1559.0831357868954,17.35860057751914,18.10066900761616,0.7420684300970173
0.0,10,80,C,1558.677837343676,17.366184352912608,18.108109660728978,0.7419253078163699
0.0,10,81,C,1558.2727495680374,17.373718530200854,18.115500734278964,0.7417822040781097
0.0,10,82,C,1557.8678722957702,17.381207555136115,18.12284653010871,0.7416389749725951
0.0,10,83,C,1557.4632053628354,17.388655703702973,18.130151181720297,0.741495478017324
0.0,10,84,C,1557.058748605364,17.396067082353444,18.137418654771846,0.7413515724184023
0.0,10,85,C,1556.6545018596576,17.40344562968875,18.144652748986598,0.7412071192978473
0.0,10,86,C,1556.2504649621876,17.410795119652363,18.151857101536336,0.7410619818839734
0.0,10,87,C,1555.846637749595,17.418119166411227,18.15903519207176,0.7409160256605318
0.0,10,88,C,1555.4430200586908,17.425421231243583,18.166190349712302,0.7407691184687195
0.0,10,89,C,1555.0396117264547,17.432704631951495,18.173325762504746,0.7406211305532509
0.0,10,90,C,1554.636412590036,17.4399725556183,18.180444490158088,0.7404719345397872
0.0,10,91,C,1554.233422486752,17.447228076012667,18.187549481337044,0.7403214053243765
0.0,10,92,C,1553.8306412540899,17.454474177749123,18.19464359759307,0.7401694198439479
0.0,10,93,C,1553.4280687297044,17.46171379073434,18.201729647411852,0.7400158566775126
0.0,10,94,C,1553.0257047514185,17.468949841062834,18.208810436452776,0.739860595389942
0.0,10,95,C,1552.6235491572234,17.47618532972677,18.21588884518399,0.7397035154572187
0.0,10,96,C,1552.2216017852782,17.483423461598896,18.22296795605387,0.7395444944549752
0.0,10,97,C,1551.819862473909,17.49066787324249,18.230051278066234,0.7393834048237444
0.0,10,98,C,1551.41833106161,17.49792307805799,18.237143185594903,0.7392201075369123
0.0,10,99,C,1551.0170073870415,17.505195473206506,18.244249911018326,0.73905443781182
0.0,10,100,C,1550.6158912890319,17.512496234531014,18.251382398707378,0.738886164176364
0.0,10,101,C,1550.2149826065752,17.519855263196963,18.25857005515566,0.7387147919586958
0.0,10,102,C,1549.8142811788327,17.531800923500313,18.270161803328374,0.7383608798280612
0.0,10,103,C,1549.4137868451314,17.54897458633308,18.286767780281025,0.7377931939479438
0.0,10,104,C,1549.0134994449645,17.566110685166798,18.30332871793814,0.7372180327713416
0.0,10,105,C,1548.6134188179913,17.58317268986558,18.319808393911583,0.7366357040460016
0.0,10,106,C,1548.213544804036,17.600146898169907,18.336193092227795,0.736046194057888
0.0,10,107,C,1547.8138772430889,17.617025733624303,18.352475132450405,0.7354493988261019
0.0,10,108,C,1547.4144159753055,17.633804207003163,18.368649379440637,0.734845172437474
0.0,10,109,C,1547.0151608410054,17.650478656617093,18.38471200051352,0.7342333438964275
0.0,10,110,C,1546.6161116806743,17.667046179701856,18.400659904157656,0.7336137244558003
0.0,10,111,C,1546.2172683349609,17.68350433696242,18.4164904481437,0.7329861111812797
0.0,10,112,C,1545.8186306446798,17.69985098407607,18.432201272827346,0.7323502887512774
