launch_power_dbm,n_spans,channel,band,wavelength_nm,analytical_gsnr_db,recursive_gsnr_db,delta_recursive_minus_analytical_db
-2.0,10,22,L,1582.5388033950837,20.749061852747666,21.34095763907499,0.5918957863273242
-2.0,10,23,L,1582.1212198043024,20.750357635181942,21.342627406466306,0.5922697712843643
-2.0,10,24,L,1581.7038565304633,20.75183341076179,21.344459471674448,0.5926260609126572
-2.0,10,25,L,1581.2867133992536,20.753449630709163,21.346416566112087,0.5929669354029237
-2.0,10,26,L,1580.8697902365443,20.755172334522427,21.34846674677342,0.5932944122509909
-2.0,10,27,L,1580.45308686839,20.756972323167275,21.350582609236753,0.5936102860694774
-2.0,10,28,L,1580.0366031210292,20.75882447856262,21.352740639460563,0.593916160897944
-2.0,10,29,L,1579.6203388208826,20.760707198850803,21.354920675451456,0.5942134766006539
-2.0,10,30,L,1579.2042937945544,20.762601926131076,21.357105456695148,0.5945035305640722
-2.0,10,31,L,1578.7884678688315,20.764492748654412,21.359280244282296,0.5947874956278838
-2.0,10,32,L,1578.3728608706829,20.76636606345621,21.361432498432087,0.5950664349758767
-2.0,10,33,L,1577.9574726272597,20.768210288409477,21.3635516029661,0.5953413145566238
-2.0,10,34,L,1577.5423029658953,20.770015614974398,21.365628628459085,0.5956130134846873
-2.0,10,35,L,1577.127351714104,20.771773794685014,21.367656127467175,0.5958823327821605
-2.0,10,36,L,1576.7126186995822,20.7734779537834,21.36962795653263,0.5961500027492299
-2.0,10,37,L,1576.2981037502077,20.775122431483307,21.371539120680968,0.5964166891976603
-2.0,10,38,L,1575.8838066940384,20.7767026381895,21.373385636926997,0.5966829987374958
-2.0,10,39,L,1575.469727359314,20.778214930669137,21.375164413942475,0.5969494832733382
-2.0,10,40,L,1575.055865574453,20.779656501707077,21.376873145546078,0.5972166438390012
-2.0,10,41,L,1574.6422211680565,20.781025282207857,21.378510216085406,0.5974849338775492
-2.0,10,42,L,1574.2287939689036,20.78231985405506,21.380074616111386,0.5977547620563257
-2.0,10,43,L,1573.8155838059542,20.783539372323677,21.381565867015496,0.598026494691819
-2.0,10,44,L,1573.4025905083472,20.78468349567311,21.382983953521094,0.5983004578479836
-2.0,10,45,L,1572.9898139054012,20.785752323941438,21.38432926310303,0.5985769391615925
-2.0,10,46,L,1572.5772538266135,20.786746342121518,21.3856025315619,0.598856189440383
-2.0,10,47,L,1572.1649101016603,20.78766637003497,21.386804794107896,0.5991384240729261
-2.0,10,48,L,1571.7527825603972,20.788513517135794,21.38793734141892,0.5994238242831251
-2.0,10,49,L,1571.340871032857,20.78928914197718,21.389001680234635,0.5997125382574566
-2.0,10,50,L,1570.9291753492512,20.789994815968328,21.38999949813619,0.6000046821678637
-2.0,10,51,L,1570.5176953399687,20.79063229113776,21.390932632246773,0.600300341109012
-2.0,10,52,L,1570.1064308355772,20.79120347171496,21.391803041678603,0.6005995699636415
-2.0,10,53,L,1569.6953816668206,20.791710389452746,21.39261278365688,0.6009023942041338
-2.0,10,54,L,1569.2845476646205,20.792155182759746,21.393363993391272,0.6012088106315261
-2.0,10,55,L,1568.8739286600755,20.792540079927374,21.394058867970212,0.6015187880428385
-2.0,10,56,L,1568.4635244844612,20.792867387087888,21.394699654889454,0.6018322678015657
-2.0,10,57,L,1568.0533349692294,20.793139482164847,21.395288646422806,0.6021491642579591
-2.0,10,58,L,1567.6433599460074,20.793358817285505,21.395828182197604,0.6024693649120998
-2.0,10,59,L,1567.2335992465999,20.793527934672934,21.396320664773064,0.6027927301001306
-2.0,10,60,L,1566.8240527029868,20.79364950700232,21.39676859872442,0.6031190917220997
-2.0,10,61,L,1566.4147201473234,20.793726429187345,21.397174679015176,0.6034482498278315
-2.0,10,62,L,1566.0056014119407,20.79376204030876,21.397542003915817,0.6037799636070567
-2.0,10,63,L,1565.5966963293447,20.793760780765062,21.397874704157246,0.604113923392184
-2.0,10,64,L,1565.1880047322159,20.793731421177277,21.398181031004377,0.6044496098270997
-2.0,10,65,C,1564.77952645341,20.848163572312547,21.460996455250495,0.6128328829379477
-2.0,10,66,C,1564.3712613259574,20.848389327073477,21.461325658099717,0.6129363310262406
-2.0,10,67,C,1563.9632091830617,20.848597498664816,21.4616393418209,0.6130418431560827
-2.0,10,68,C,1563.5553698581014,20.848783549719244,21.461932981879187,0.6131494321599433
-2.0,10,69,C,1563.147743184628,20.848947025374542,21.462205950359625,0.6132589249850824
-2.0,10,70,C,1562.7403289963675,20.84908854241286,21.46245863331533,0.6133700909024675
-2.0,10,71,C,1562.3331271272182,20.849209143199676,21.462691813130572,0.613482669930896
-2.0,10,72,C,1561.9261374112523,20.849310064862337,21.462906448628523,0.6135963837661862
-2.0,10,73,C,1561.5193596827141,20.84939263534899,21.46310357673186,0.6137109413828696
-2.0,10,74,C,1561.1127937760211,20.849458219967666,21.46328426249358,0.6138260425259148
-2.0,10,75,C,1560.7064395257632,20.849508191594587,21.463449571810635,0.6139413802160476
-2.0,10,76,C,1560.3002967667016,20.84954391333884,21.463600556071768,0.6140566427329262
-2.0,10,77,C,1559.894365333771,20.849566728360863,21.463738243651985,0.6141715152911225
-2.0,10,78,C,1559.4886450620768,20.849577954096077,21.46386363561183,0.6142856815157529
-2.0,10,79,C,1559.0831357868954,20.849578879355644,21.46397770412916,0.6143988247735166
-2.0,10,80,C,1558.677837343676,20.84957076340892,21.464081392797066,0.6145106293881462
-2.0,10,81,C,1558.2727495680374,20.849554836505494,21.464175618260587,0.614620781755093
-2.0,10,82,C,1557.8678722957702,20.849532301508226,21.46426127286963,0.614728971361405
-2.0,10,83,C,1557.4632053628354,20.84950433644863,21.464339228160185,0.6148348917115563
-2.0,10,84,C,1557.058748605364,20.84947209792009,21.464410339076245,0.6149382411561568
-2.0,10,85,C,1556.6545018596576,20.849436725313915,21.464475448931267,0.6150387236173529
-2.0,10,86,C,1556.2504649621876,20.849399345992715,21.46453539519447,0.6151360492017552
-2.0,10,87,C,1555.846637749595,20.849361081601756,21.46459101628968,0.6152299346879246
-2.0,10,88,C,1555.4430200586908,20.84932305585714,21.464643159727686,0.6153201038705447
-2.0,10,89,C,1555.0396117264547,20.84928640434778,21.46469269208373,0.6154062877359507
-2.0,10,90,C,1554.636412590036,20.849252287188513,21.464740511620416,0.6154882244319033
-2.0,10,91,C,1554.233422486752,20.849221905839713,21.46478756481521,0.6155656589754983
-2.0,10,92,C,1553.8306412540899,20.849196526206605,21.464834868817366,0.6156383426107617
-2.0,10,93,C,1553.4280687297044,20.84917751152645,21.464883543196677,0.6157060316702285
-2.0,10,94,C,1553.0257047514185,20.849166371126312,21.464934856815145,0.6157684856888324
-2.0,10,95,C,1552.6235491572234,20.849164836192216,21.464990300501352,0.6158254643091361
-2.0,10,96,C,1552.2216017852782,20.84917498442472,21.465051706497157,0.6158767220724357
-2.0,10,97,C,1551.819862473909,20.849199460583016,21.465121459731535,0.6159219991485188
-2.0,10,98,C,1551.41833106161,20.849241906947185,21.465202910224782,0.6159610032775973
-2.0,10,99,C,1551.0170073870415,20.84930793312217,21.465301302387047,0.6159933692648778
-2.0,10,100,C,1550.6158912890319,20.849407885700145,21.465426429453395,0.616018543753249
-2.0,10,101,C,1550.2149826065752,20.849570068452934,21.465605304957815,0.6160352365048816
-2.0,10,102,C,1549.8142811788327,20.852228462434702,21.467801070758195,0.6155726083234931
-2.0,10,103,C,1549.4137868451314,20.857706526103577,21.47226159793695,0.6145550718333723
-2.0,10,104,C,1549.0134994449645,20.863168434232676,21.476694869147785,0.6135264349151086
-2.0,10,105,C,1548.6134188179913,20.868579561093522,21.481067330751284,0.6124877696577613
-2.0,10,106,C,1548.213544804036,20.873926168052343,21.485365451350383,0.61143928329804
-2.0,10,107,C,1547.8138772430889,20.879200057804837,21.489581007341684,0.6103809495368466
-2.0,10,108,C,1547.4144159753055,20.88439534691667,21.49370798714805,0.60931264023138
-2.0,10,109,C,1547.0151608410054,20.889507322083894,21.49774149352613,0.6082341714422377
-2.0,10,110,C,1546.6161116806743,20.894531924378906,21.501677248089152,0.6071453237102453
-2.0,10,111,C,1546.2172683349609,20.899465480223355,21.50551133242381,0.6060458522004559
-2.0,10,112,C,1545.8186306446798,20.90430454634606,21.509240038489263,0.604935492143202
-2.0,10,113,C,1545.4201984508086,20.90904581356009,21.5128597753821,0.6038139618220093
-2.0,10,114,C,1545.0219715944893,20.913686043424807,21.516367007587935,0.6026809641631274
-2.0,10,115,C,1544.623949917027,20.91822202442785,21.519758211895876,0.6015361874680281
-2.0,10,116,C,1544.2261332598914,20.922650540287368,21.523029845874916,0.6003793055875484
-2.0,10,117,C,1543.8285214647144,20.92696834603285,21.526178323744812,0.5992099777119613
-2.0,10,118,C,1543.4311143732916,20.931172149191283,21.529199997074933,0.5980278478836496
-2.0,10,119,C,1543.0339118275813,20.935258594363688,21.53209113866406,0.5968325443003728
-2.0,10,120,C,1542.636913669704,20.939224250051637,21.534847928505563,0.5956236784539257
-2.0,10,121,C,1542.2401197419435,20.943065596951257,21.53746644108618,0.594400844134924
-2.0,10,122,C,1541.843529886745,20.946779017162488,21.539942633487478,0.5931636163249898
-2.0,10,123,C,1541.4471439467163,20.9503607839138,21.542272333906002,0.5919115499922007
-2.0,10,124,C,1541.050961764627,20.95380705150643,21.544451230307814,0.5906441788013836
-2.0,10,125,C,1540.6549831834075,20.957113845254618,21.54647485900295,0.5893610137483307
-2.0,10,126,C,1540.2592080461504,20.960277051250014,21.548338592975618,0.5880615417256045
-2.0,10,127,C,1539.8636361961098,20.963292405816638,21.550037629842716,0.5867452240260782
-2.0,10,128,C,1539.4682674766998,20.966155484550875,21.55156697934077,0.585411494789895
-2.0,10,129,C,1539.0731017314956,20.968861690863328,21.55292145026365,0.5840597594003221
-2.0,10,130,C,1538.6781388042334,20.971406243956455,21.55409563678993,0.5826893928334762
-2.0,10,131,C,1538.2833785388095,20.973784166186164,21.55508390415342,0.5812997379672566
-2.0,10,132,C,1537.8888207792802,20.97599026976755,21.555880373622482,0.5798901038549324
-2.0,10,133,C,1537.494465369862,20.978019142795002,21.556478906763978,0.5784597639689757
-2.0,10,134,C,1537.1003121549306,20.979865134556622,21.55687308897798,0.577007954421358
-2.0,10,135,C,1536.7063609790223,20.98152234013112,21.557056212297926,0.5755338721668046
-2.0,10,136,C,1536.3126116868318,20.982984584264113,21.557021257460164,0.5740366731960513
-2.0,10,137,C,1535.919064123213,20.984245404529013,21.556760875255804,0.5725154707267919
-2.0,10,138,C,1535.5257181331795,20.985298033786847,21.556267367187168,0.5709693334003205
-2.0,10,139,C,1535.1325735619027,20.98613538196904,21.55553266546191,0.5693972834928722
-2.0,10,140,C,1534.7396302547133,20.986750017218988,21.554548312369505,0.5677982951505172
-2.0,10,141,C,1534.3468880570995,20.987134146442266,21.55330543909986,0.566171292657593
-2.0,10,142,C,1533.9543468147083,20.98727959533386,21.551794744082045,0.5645151487481854
-2.0,10,143,C,1533.5620063733443,20.98717778797621,21.550006470946762,0.5628286829705509
-2.0,10,144,C,1533.1698665789697,20.986819726139537,21.547930386252503,0.5611106601129663
-2.0,10,145,C,1532.777927277705,20.986195968474213,21.54555575717216,0.5593597886979467
-2.0,10,146,C,1532.386188315827,20.985296609882987,21.54287132943004,0.557574719547052
-2.0,10,147,C,1531.99464953977,20.984111261537045,21.539865305946684,0.5557540444096389
-2.0,10,148,C,1531.6033107961255,20.982629032342814,21.536525326972907,0.5538962946300927
-2.0,10,149,C,1531.2121719316413,20.980838513403413,21.53283845318939,0.5519999397859792
-2.0,10,150,C,1530.8212327932215,20.978727768801704,21.528791154927763,0.5500633861260589
-2.0,10,151,C,1530.4304932279274,20.976284341029018,21.524369315373907,0.5480849743448886
-2.0,10,152,C,1530.0399530829757,20.973495294089854,21.51955826945638,0.5460629753665245
-2.0,10,153,S,1529.6496122057392,20.64634735472019,21.149349765451795,0.5030024107316038
-2.0,10,154,S,1529.2594704437463,20.637648021467122,21.138590603050638,0.5009425815835158
-2.0,10,155,S,1528.8695276446808,20.628531739264595,21.12736376381608,0.49883202455148634
-2.0,10,156,S,1528.4797836563826,20.61898180837715,21.11565073593499,0.49666892755784176
-2.0,10,157,S,1528.0902383268458,20.608980634588736,21.103432084731555,0.49445145014281877
-2.0,10,158,S,1527.7008915042197,20.598509814226233,21.09068753412732,0.49217771990108616
-2.0,10,159,S,1527.3117430368086,20.58755015656424,21.077395990042454,0.4898458334782134
-2.0,10,160,S,1526.922792773071,20.576081688718446,21.06353554795057,0.48745385923212226
-2.0,10,161,S,1526.5340405616198,20.564083654291238,21.049083495156253,0.48499984086501513
-2.0,10,162,S,1526.1454862512223,20.551534509900243,21.03401631169152,0.48248180179127687
-2.0,10,163,S,1525.7571296907993,20.538411921486038,21.01830967163647,0.4798977501504318
-2.0,10,164,S,1525.3689707294252,20.52469276143313,21.001938445860997,0.4772456844278672
-2.0,10,165,S,1524.9810092163293,20.510353107157307,20.984876706826107,0.47452359966879953
-2.0,10,166,S,1524.5932450008922,20.495368241626863,20.967097735907334,0.4717294942804706
-2.0,10,167,S,1524.2056779326492,20.47971265618901,20.948574033609866,0.4688613774208541
-2.0,10,168,S,1523.818307861288,20.463360056019205,20.92927733299146,0.46591727697225593
-2.0,10,169,S,1523.4311346366494,20.44628336848055,20.90917861657678,0.46289524809623117
-2.0,10,170,S,1523.044158108726,20.428454754661715,20.88824813702444,0.4597933823627258
-2.0,10,171,S,1522.6573781276634,20.40984562434918,20.866455441791384,0.4566098174422031
-2.0,10,172,S,1522.2707945437596,20.390426654680525,20.843769402024506,0.4533427473439815
-2.0,10,173,S,1521.8844072074637,20.370167812717206,20.820158245895378,0.4499904331781721
-2.0,10,174,S,1521.4982159693777,20.349038382167475,20.795589596579337,0.44655121441186196
-2.0,10,175,S,1521.1122206802543,20.32700699448078,20.77003051506377,0.4430235205829902
-2.0,10,176,S,1520.726421190998,20.304041664524817,20.74344754795215,0.4394058834273338
-2.0,10,177,S,1520.3408173526648,20.280109831043887,20.71580678040991,0.4356969493660223
-2.0,10,178,S,1519.9554090164613,20.255178402082255,20.68707389437432,0.4318954922920639
-2.0,10,179,S,1519.5701960337447,20.229213805538926,20.657214232124453,0.42800042658552684
-2.0,10,180,S,1519.1851782560236,20.202182044999823,20.626192865277645,0.42401082027782167
-2.0,10,181,S,1518.8003555349567,20.17404876096939,20.59397466924551,0.4199259082761202
-2.0,10,182,S,1518.4157277223526,20.144779297597253,20.56052440314736,0.41574510555010846
-2.0,10,183,S,1518.0312946701704,20.114338774964722,20.525806795138553,0.41146802017383166
-2.0,10,184,S,1517.6470562305192,20.082692166962133,20.48978663306945,0.40709446610731703
-2.0,10,185,S,1517.2630122556577,20.049804384750868,20.452428860345037,0.4026244755941697
-2.0,10,186,S,1516.8791625979936,20.015640365762486,20.41369867680703,0.3980583110445437
-2.0,10,187,S,1516.4955071100846,19.98016516814398,20.37356164441029,0.3933964762663109
-2.0,10,188,S,1516.1120456446372,19.94334407051022,20.331983797412605,0.38863972690238313
-2.0,10,189,S,1515.7287780545066,19.905142676815704,20.288931756744056,0.3837890799283521
-2.0,10,190,S,1515.3457041926977,19.865527026104733,20.244372848167345,0.37884582206261186
-2.0,10,191,S,1514.9628239123624,19.82446370684623,20.198275223787007,0.3738115169407763
-2.0,10,192,S,1514.5801370668028,19.781919975504252,20.15060798641215,0.36868801090789916
-2.0,10,193,S,1514.1976435094678,19.737863878940416,20.101341316226193,0.36347743728577697
-2.0,10,194,S,1513.8153430939549,19.692264380190714,20.05044659916922,0.3581822189785058
-2.0,10,195,S,1513.433235674009,19.645091487106562,19.997896556394387,0.3528050692878253
-2.0,10,196,S,1513.0513211035234,19.596316383301115,19.9436653741213,0.34734899082018345
-2.0,10,197,S,1512.6695992365378,19.545911560796625,19.887728833176844,0.34181727238021864
-2.0,10,198,S,1512.2880699272403,19.493850953730202,19.83006443749047,0.33621348376026816
-2.0,10,199,S,1511.9067330299654,19.4401100724431,19.770651540795384,0.3305414683522834
-2.0,10,200,S,1511.525588399194,19.38466613725637,19.709471470783164,0.3248053335267933
-2.0,10,201,S,1511.144635889555,19.327498211224373,19.646507649967912,0.3190094387435387
-2.0,10,202,S,1510.7638753558228,19.268587331158095,19.5817457125367,0.3131583813786065
-2.0,10,203,S,1510.3833066529185,19.207916636227353,19.515173616501286,0.3072569802739338
-2.0,10,204,S,1510.002929635909,19.145471493484195,19.446781750519463,0.3013102570352686
-2.0,10,205,S,1509.6227441600076,19.08123961970381,19.3765630348278,0.29532341512399185
-2.0,10,206,S,1509.2427500805736,19.015211199016512,19.304513015821822,0.28930181680530964
-2.0,10,207,S,1508.862947253111,18.94737899590822,19.23062995393761,0.28325095802938804
-2.0,10,208,S,1508.48333553327,18.877738463303043,19.154914904634733,0.27717644133169017
-2.0,10,209,S,1508.1039147768456,18.80628784561386,19.077371792456677,0.27108394684281834
-2.0,10,210,S,1507.7246848397783,18.733028276865603,18.998007478360236,0.26497920149463283
-2.0,10,211,S,1507.345645578153,18.65796387426768,18.916831820764077,0.2588679464963981
-2.0,10,212,S,1506.966796848199,18.581101827954114,18.833857731083835,0.25275590312972085
-2.0,10,213,S,1506.5881385062917,18.502452488038,18.7491012249083,0.2466487368703021
-2.0,10,214,S,1506.2096704089483,18.42202945066892,18.66258147045295,0.24055201978402962
-2.0,10,215,S,1505.8313924128324,18.339849645475443,18.57432083653399,0.23447119105854597
-2.0,10,216,S,1505.4533043747508,18.25593342767124,18.48434494308161,0.22841151541036808
-2.0,10,217,S,1505.0754061516532,18.17030467928297,18.392682718223462,0.2223780389404908
-2.0,10,218,S,1504.6976976006342,18.082990925533423,18.299366467313735,0.21637554178031237
-2.0,10,219,S,1504.3201785789313,17.99402347455295,18.20443196110187,0.2104084865489213
-2.0,10,220,S,1503.942848943925,17.903437591556184,18.10791855275019,0.2044809611940046
-2.0,10,221,S,1503.565708553139,17.811272722800265,18.009869336951564,0.19859661415129892
-2.0,10,222,S,1503.1887572642402,17.717572790653872,17.91033136949316,0.19275857883928893
-2.0,10,223,S,1502.8119949350378,17.622386589939417,17.8093559730967,0.18696938315728318
-2.0,10,224,S,1502.4354214234836,17.52576832897165,17.70699916660417,0.18123083763251913
-2.0,10,225,S,1502.0590365876717,17.427778379102477,17.60332227186047,0.1755438927579931
-2.0,10,226,S,1501.682840285839,17.328484328736348,17.498392779909405,0.16990845117305753
-2.0,10,227,S,1501.3068323763632,17.227962489963023,17.392285602376543,0.16432311241351982
-2.0,10,228,S,1500.9310127177646,17.126300093379445,17.285084908068157,0.15878481468871186
-2.0,10,229,S,1500.5553811687053,17.023598558548617,17.176886873651142,0.15328831510252527
-2.0,10,230,S,1500.1799375879884,16.919978502617504,17.06780391062682,0.14782540800931798
-2.0,10,231,S,1499.8046818345586,16.81558767267443,16.95797137451909,0.1423837018446612
-2.0,10,232,S,1499.429613767501,16.710614041144744,16.8475586560112,0.13694461486645437
-2.0,10,233,S,1499.0547332460424,16.605308579644873,16.736788484311756,0.13147990466688242
-2.0,10,234,S,1498.6800401295502,16.5000275863511,16.625972818389872,0.12594523203877372
-2.0,10,235,S,1498.3055342775322,16.395318529474253,16.515585647081274,0.12026711760702113
-2.0,10,236,S,1497.9312155496366,16.29211622444468,16.406429349842384,0.11431312539770389
-2.0,10,237,S,1497.557083805652,16.192276462683445,16.300087126443337,0.10781066375989212
-2.0,10,238,S,1497.1831389055067,16.100504310496618,16.200557209423827,0.10005289892720981
-2.0,10,239,S,1496.8093807092691,16.03699746537298,16.12495818398309,0.08796071861010901
0.0,1,0,L,1591.7817377291462,27.442498475319073,27.442498475319073,0.0
0.0,1,1,L,1591.3592626893449,27.046032082956884,27.046032082956884,0.0
0.0,1,2,L,1590.9370118483712,26.889955081702617,26.889955081702617,0.0
0.0,1,3,L,1590.5149850278065,26.805147827952677,26.805147827952677,0.0
0.0,1,4,L,1590.0931820494206,26.75405216809946,26.75405216809946,0.0
0.0,1,5,L,1589.6716027351729,26.722315426455392,26.722315426455392,0.0
0.0,1,6,L,1589.2502469072106,26.70295775538421,26.70295775538421,0.0
0.0,1,7,L,1588.8291143878705,26.692070128261122,26.692070128261122,0.0
0.0,1,8,L,1588.408204999677,26.687248511595087,26.687248511595087,0.0
0.0,1,9,L,1587.9875185653427,26.686912355086577,26.686912355086577,0.0
0.0,1,10,L,1587.5670549077681,26.689969243834316,26.689969243834316,0.0
0.0,1,11,L,1587.146813850041,26.695634319863025,26.695634319863025,0.0
0.0,1,12,L,1586.7267952154368,26.703326065591067,26.703326065591067,0.0
0.0,1,13,L,1586.3069988274174,26.712602751223066,26.712602751223066,0.0
0.0,1,14,L,1585.8874245096317,26.72312189893197,26.72312189893197,0.0
0.0,1,15,L,1585.4680720859158,26.734613443221434,26.734613443221434,0.0
0.0,1,16,L,1585.0489413802907,26.746861388979465,26.746861388979465,0.0
0.0,1,17,L,1584.6300322169648,26.759690932207462,26.759690932207462,0.0
0.0,1,18,L,1584.211344420331,26.77295920115079,26.77295920115079,0.0
0.0,1,19,L,1583.7928778149692,26.786548461360677,26.786548461360677,0.0
0.0,1,20,L,1583.3746322256436,26.800361037146093,26.800361037146093,0.0
0.0,1,21,L,1582.9566074773036,26.814315453588947,26.814315453588947,0.0
0.0,1,22,L,1582.5388033950837,26.828343462644373,26.828343462644373,0.0
0.0,1,23,L,1582.1212198043024,26.84238772027204,26.84238772027204,0.0
0.0,1,24,L,1581.7038565304633,26.85639995018649,26.85639995018649,0.0
0.0,1,25,L,1581.2867133992536,26.870339476296337,26.870339476296337,0.0
0.0,1,26,L,1580.8697902365443,26.884172037957427,26.884172037957427,0.0
0.0,1,27,L,1580.45308686839,26.89786882463916,26.89786882463916,0.0
0.0,1,28,L,1580.0366031210292,26.911405682601334,26.911405682601334,0.0
0.0,1,29,L,1579.6203388208826,26.924762457725706,26.924762457725706,0.0
0.0,1,30,L,1579.2042937945544,26.937922447088248,26.937922447088248,0.0
0.0,1,31,L,1578.7884678688315,26.950871938103038,26.950871938103038,0.0
0.0,1,32,L,1578.3728608706829,26.963599818739382,26.963599818739382,0.0
0.0,1,33,L,1577.9574726272597,26.97609724584329,26.97609724584329,0.0
0.0,1,34,L,1577.5423029658953,26.98835736128631,26.98835736128631,0.0
0.0,1,35,L,1577.127351714104,27.000375047736895,27.000375047736895,0.0
0.0,1,36,L,1576.7126186995822,27.01214671745793,27.01214671745793,0.0
0.0,1,37,L,1576.2981037502077,27.023670128791576,27.023670128791576,0.0
0.0,1,38,L,1575.8838066940384,27.034944225984443,27.034944225984443,0.0
0.0,1,39,L,1575.469727359314,27.04596899879306,27.04596899879306,0.0
0.0,1,40,L,1575.055865574453,27.056745358938223,27.056745358938223,0.0
0.0,1,41,L,1574.6422211680565,27.067275030983335,27.067275030983335,0.0
0.0,1,42,L,1574.2287939689036,27.07756045562064,27.07756045562064,0.0
0.0,1,43,L,1573.8155838059542,27.087604703684207,27.087604703684207,0.0
0.0,1,44,L,1573.4025905083472,27.097411399481523,27.097411399481523,0.0
0.0,1,45,L,1572.9898139054012,27.106984652262987,27.106984652262987,0.0
0.0,1,46,L,1572.5772538266135,27.116328994837254,27.116328994837254,0.0
0.0,1,47,L,1572.1649101016603,27.125449328500714,27.125449328500714,0.0
0.0,1,48,L,1571.7527825603972,27.134350873586506,27.134350873586506,0.0
0.0,1,49,L,1571.340871032857,27.143039125059882,27.143039125059882,0.0
0.0,1,50,L,1570.9291753492512,27.15151981269817,27.15151981269817,0.0
0.0,1,51,L,1570.5176953399687,27.159798865501333,27.159798865501333,0.0
0.0,1,52,L,1570.1064308355772,27.167882380093893,27.167882380093893,0.0
0.0,1,53,L,1569.6953816668206,27.175776593012625,27.175776593012625,0.0
0.0,1,54,L,1569.2845476646205,27.183487856951093,27.183487856951093,0.0
0.0,1,55,L,1568.8739286600755,27.191022621291285,27.191022621291285,0.0
0.0,1,56,L,1568.4635244844612,27.198387417675235,27.198387417675235,0.0
0.0,1,57,L,1568.0533349692294,27.20558885211933,27.20558885211933,0.0
0.0,1,58,L,1567.6433599460074,27.212633606623996,27.212633606623996,0.0
0.0,1,59,L,1567.2335992465999,27.219528456292693,27.219528456292693,0.0
0.0,1,60,L,1566.8240527029868,27.22628031515295,27.22628031515295,0.0
0.0,1,61,L,1566.4147201473234,27.23289634313896,27.23289634313896,0.0
0.0,1,62,L,1566.0056014119407,27.239384209217896,27.239384209217896,0.0
0.0,1,63,L,1565.5966963293447,27.245752879824412,27.245752879824412,0.0
0.0,1,64,L,1565.1880047322159,27.252016526052557,27.252016526052557,0.0
0.0,1,65,C,1564.77952645341,27.273052099108668,27.273052099108668,0.0
0.0,1,66,C,1564.3712613259574,27.28038322812244,27.28038322812244,0.0
0.0,1,67,C,1563.9632091830617,27.287618504741538,27.287618504741538,0.0
0.0,1,68,C,1563.5553698581014,27.29475571250734,27.29475571250734,0.0
0.0,1,69,C,1563.147743184628,27.301797573970475,27.301797573970475,0.0
0.0,1,70,C,1562.7403289963675,27.308748072290673,27.308748072290673,0.0
0.0,1,71,C,1562.3331271272182,27.3156116545739,27.3156116545739,0.0
0.0,1,72,C,1561.9261374112523,27.322392943066628,27.322392943066628,0.0
0.0,1,73,C,1561.5193596827141,27.329096602007642,27.329096602007642,0.0
0.0,1,74,C,1561.1127937760211,27.335727266589323,27.335727266589323,0.0
0.0,1,75,C,1560.7064395257632,27.34228950114001,27.34228950114001,0.0
0.0,1,76,C,1560.3002967667016,27.34878777276166,27.34878777276166,0.0
0.0,1,77,C,1559.894365333771,27.355226433916954,27.355226433916954,0.0
0.0,1,78,C,1559.4886450620768,27.3616097106014,27.3616097106014,0.0
0.0,1,79,C,1559.0831357868954,27.36794169423776,27.36794169423776,0.0
0.0,1,80,C,1558.677837343676,27.374226336206466,27.374226336206466,0.0
0.0,1,81,C,1558.2727495680374,27.380467444356192,27.380467444356192,0.0
0.0,1,82,C,1557.8678722957702,27.3866686810941,27.3866686810941,0.0
0.0,1,83,C,1557.4632053628354,27.39283356281748,27.39283356281748,0.0
0.0,1,84,C,1557.058748605364,27.398965460562472,27.398965460562472,0.0
0.0,1,85,C,1556.6545018596576,27.405067601836365,27.405067601836365,0.0
0.0,1,86,C,1556.2504649621876,27.411143073684052,27.411143073684052,0.0
0.0,1,87,C,1555.846637749595,27.417194827132544,27.417194827132544,0.0
0.0,1,88,C,1555.4430200586908,27.423225683275042,27.423225683275042,0.0
0.0,1,89,C,1555.0396117264547,27.429238341421232,27.429238341421232,0.0
0.0,1,90,C,1554.636412590036,27.435235389990844,27.435235389990844,0.0
0.0,1,91,C,1554.233422486752,27.441219321225795,27.441219321225795,0.0
0.0,1,92,C,1553.8306412540899,27.44719255146476,27.44719255146476,0.0
0.0,1,93,C,1553.4280687297044,27.453157449898416,27.453157449898416,0.0
0.0,1,94,C,1553.0257047514185,27.45911638090267,27.45911638090267,0.0
0.0,1,95,C,1552.6235491572234,27.465071769350132,27.465071769350132,0.0
0.0,1,96,C,1552.2216017852782,27.47102620747875,27.47102620747875,0.0
0.0,1,97,C,1551.819862473909,27.47698264348841,27.47698264348841,0.0
0.0,1,98,C,1551.41833106161,27.482944749924613,27.482944749924613,0.0
0.0,1,99,C,1551.0170073870415,27.48891775688773,27.48891775688773,0.0
0.0,1,100,C,1550.6158912890319,27.494910847717627,27.494910847717627,0.0
0.0,1,101,C,1550.2149826065752,27.50094870273173,27.50094870273173,0.0
0.0,1,102,C,1549.8142811788327,27.510682761321036,27.510682761321036,0.0
0.0,1,103,C,1549.4137868451314,27.52462020669554,27.52462020669554,0.0
0.0,1,104,C,1549.0134994449645,27.538511310325422,27.538511310325422,0.0
0.0,1,105,C,1548.6134188179913,27.552325764938793,27.552325764938793,0.0
0.0,1,106,C,1548.213544804036,27.56605218702948,27.56605218702948,0.0
