restart,seed,iteration,objective,best_objective,gradient_norm,early_stop_counter,target_air_tbps,target_thresholded_net_capacity_tbps,target_fec_net_tbps,target_soft_fec_net_tbps,target_working_fraction,target_minimum_ngmi,target_mean_ngmi,target_minimum_gsnr_db,target_gsnr_std_db,target_mean_squared_ngmi_deficit,target_soft_min_ngmi_margin,target_working_fraction_S,target_minimum_ngmi_S,target_cvar_ngmi_S,target_air_tbps_S,target_working_fraction_C,target_minimum_ngmi_C,target_cvar_ngmi_C,target_air_tbps_C,target_working_fraction_L,target_minimum_ngmi_L,target_cvar_ngmi_L,target_air_tbps_L,robust_samples,robust_capacity_mean_tbps,robust_capacity_cvar_tbps,robust_capacity_worst_tbps,robust_feasibility_probability,total_power_w,smoothness_energy,nominal_band_feasible,run
0,20260718,1,12.4203712246725,12.4203712246725,0.03199227002480425,0,10.496,8.3968,8.3968,8.3968,1.0,1.0,1.0,26.138720962293213,0.2694093918526131,0.0,0.09999999999999998,0.0,-inf,-inf,0.0,1.0,1.0,1.0,10.496,0.0,-inf,-inf,0.0,4.0,8.3968,8.3968,8.3968,0.0,0.040999999999999995,0.003774349245727263,0.0,0
0,20260719,1,12.421030809604275,12.420960051366484,0.006021767403878092,1,10.496,8.3968,8.3968,8.3968,1.0,1.0,1.0,26.108136758627282,0.29393318465404344,0.0,0.09999999999999998,0.0,-inf,-inf,0.0,1.0,1.0,1.0,10.496,0.0,-inf,-inf,0.0,4.0,8.3968,8.3968,8.3968,0.0,0.040999999999999995,0.0022153542782083497,0.0,1
